customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender_encoded,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No
2372-HWUHI,Male,0,No,No,-1.2395040756535771,Yes,No,No,No,No,No,No,No,No,Electronic check,-0.6797075063863649,-0.9715170520180417,1,1,True,False,False,True,False,False
7799-LGRDP,Female,0,No,No,0.4309983366751445,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),-1.2996417752288951,-0.48314458752525424,0,0,False,False,True,False,False,True
7850-VWJUU,Female,0,No,No,-0.38388088885106114,Yes,No,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),0.3391120828910372,-0.22271162687654159,0,0,True,False,False,False,True,False
3774-VBNXY,Female,0,Yes,Yes,1.2866215234776603,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4824642137615447,-0.44363625002552154,0,0,False,False,True,False,False,True
6217-KDYWC,Male,0,No,Yes,1.0014137945434884,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.5024084797832884,-0.4909315462842747,0,1,False,False,True,False,False,True
0390-DCFDQ,Female,1,Yes,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,Yes,Mailed check,0.18786806555948168,-0.9762818766411252,1,0,True,False,False,False,True,False
3146-MSEGF,Female,1,Yes,Yes,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),0.7728998688639604,1.8275527015643613,0,0,False,False,True,True,False,False
4080-OGPJL,Female,0,No,No,-0.9950403079957154,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Electronic check,0.21113637591818266,-0.7586882188536525,1,0,True,False,False,True,False,False
1095-WGNGG,Female,0,Yes,No,1.1643896396487294,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),1.205025632668405,1.6270771174227807,0,0,False,False,True,False,True,False
2636-SJDOU,Male,0,No,No,1.2866215234776603,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),0.6482482062280629,1.3260990287313497,0,1,False,True,False,False,True,False
1131-QQZEB,Male,1,Yes,No,1.5718292524118322,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.3578125511256471,-0.23255010734827847,0,1,False,False,True,False,False,True
5716-EZXZN,Female,0,Yes,Yes,1.3273654847539706,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Credit card (automatic),1.1385447459292597,1.8236040737517134,0,0,False,False,True,False,True,False
6837-BJYDQ,Male,0,No,No,-1.1987601143772668,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.5024084797832884,-0.980296682573538,0,1,False,True,False,False,False,True
2135-RXIHG,Male,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,Yes,Electronic check,-0.6364949300059205,-0.9872233257756128,1,1,True,False,False,True,False,False
6440-DKQGE,Male,0,No,Yes,-0.09867315991688919,Yes,No,No,Yes,Yes,No,Yes,No,No,Credit card (automatic),-0.009912572489475751,-0.15589378528709968,0,1,False,True,False,True,False,False
3466-BYAVD,Male,0,Yes,Yes,-0.7098325790615434,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Mailed check,0.15628964435838757,-0.5346752834489703,0,1,True,False,False,True,False,False
3780-YVMFA,Female,0,Yes,Yes,-0.9950403079957154,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic check,0.12471122315729345,-0.7583793876280823,0,0,True,False,False,True,False,False
3874-EQOEP,Male,0,No,No,-1.0357842692720256,Yes,Yes,No,No,No,No,Yes,Yes,No,Mailed check,1.0039209502824906,-0.718165150184189,1,1,True,False,False,False,True,False
1679-JRFBR,Female,0,Yes,Yes,1.5310852911355222,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),1.4410327805923713,2.491495717793817,0,0,False,True,False,False,True,False
9073-ZZIAY,Male,0,Yes,Yes,1.2051336009250397,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic check,0.7080810042932936,1.2935393938069468,0,1,False,False,True,True,False,False
3077-RSNTJ,Female,0,Yes,Yes,-1.076528230548336,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.499084435446331,-0.9572887562685568,0,0,True,False,False,False,False,True
6551-GNYDG,Female,0,Yes,Yes,-0.7505765403378537,Yes,No,No,No,No,No,No,Yes,Yes,Bank transfer (automatic),0.5352306987715161,-0.49876262378980524,0,0,True,False,False,False,True,False
9167-APMXZ,Female,0,No,No,-0.42462485012737144,Yes,Yes,No,No,No,No,Yes,No,Yes,Bank transfer (automatic),0.6432621397226272,-0.20354203151793313,0,0,True,False,False,False,True,False
2749-CTKAJ,Male,0,Yes,Yes,-0.42462485012737144,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4841262359300234,-0.822108916961822,0,1,False,True,False,False,False,True
6371-NZYEG,Male,0,Yes,Yes,-0.6690886177852331,Yes,No,Yes,No,Yes,No,Yes,No,No,Mailed check,-0.018222683331868918,-0.5555875692947251,0,1,False,False,True,True,False,False
7554-NEWDD,Male,0,No,No,-0.9135523854430948,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.2996417752288951,-0.8963607673382041,0,1,False,False,True,False,False,True
8992-VONJD,Female,0,No,Yes,-0.791320501614164,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic check,-0.2924563411308434,-0.6700536571150003,0,0,True,False,False,True,False,False
0867-MKZVY,Female,0,Yes,No,-0.506112772679992,Yes,Yes,Yes,No,No,No,No,No,No,Electronic check,0.5850913638258751,-0.30483867350496424,1,0,True,False,False,False,True,False
4482-EWFMI,Female,0,No,No,-1.2395040756535771,Yes,No,No,No,No,No,No,No,Yes,Electronic check,0.1629377330323022,-0.9477149882758802,0,0,True,False,False,False,True,False
4648-YPBTM,Male,0,No,No,0.8384379494382472,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),0.30254759518450747,0.7389667501758579,0,1,False,False,True,True,False,False
2907-ILJBN,Female,0,Yes,Yes,-0.8728084241667845,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4691680364137156,-0.9041697854704794,0,0,False,True,False,False,False,True
6345-FZOQH,Male,0,Yes,No,1.4903413298592119,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4924363467724167,-0.405826484266425,0,1,False,False,True,False,False,True
3376-BMGFE,Female,0,No,No,-1.1580161531009565,Yes,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),0.2028262650757895,-0.8869193555850574,1,0,True,False,False,False,True,False
5997-OPVFA,Male,0,Yes,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),0.8061403122335331,1.7520214075391882,0,1,False,False,True,True,False,False
3445-HXXGF,Male,1,Yes,No,1.0421577558197987,No,No phone service,No,Yes,Yes,No,No,Yes,Yes,Electronic check,-0.648129085185271,0.16231267391649837,1,1,True,False,False,True,False,False
1159-WFSGR,Female,0,Yes,Yes,-0.6690886177852331,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,-1.4758161250876303,-0.8655658822742024,0,0,True,False,False,False,False,True
7654-YWJUF,Male,0,Yes,No,0.4309983366751445,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Bank transfer (automatic),0.6465861840595843,0.5541092022988282,0,1,False,True,False,False,True,False
1875-QIVME,Female,0,Yes,No,-1.2395040756535771,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,1.3163811179564737,-0.9002432170310868,1,0,True,False,False,False,True,False
6727-IOTLZ,Male,0,Yes,No,-0.7505765403378537,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Mailed check,0.5701331643095673,-0.4859902466751512,0,1,False,False,True,True,False,False
0691-JVSYA,Female,0,Yes,No,0.8384379494382472,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),0.9989348837770544,1.1986620294371253,1,0,False,True,False,False,True,False
5918-VUKWP,Female,0,No,No,-0.01718523736426863,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.4708300585821945,-0.7185842782760344,0,0,False,True,False,False,False,True
1744-JHKYS,Female,0,Yes,No,0.06430268518835193,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,-1.3328822185984677,-0.6631490732861804,0,0,True,False,False,False,False,True
2656-FMOKZ,Female,1,No,No,-0.7098325790615434,Yes,Yes,No,No,No,No,No,No,Yes,Mailed check,0.32082983903777235,-0.5018950547920173,1,0,True,False,False,False,True,False
2070-FNEXE,Female,1,No,No,-1.0357842692720256,Yes,No,Yes,No,No,No,No,No,No,Bank transfer (automatic),0.38731072577691766,-0.7851815261329261,1,0,True,False,False,False,True,False
5947-SGKCL,Female,0,Yes,Yes,-0.7098325790615434,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),1.3479595391575674,-0.3194419785997844,0,0,True,False,False,False,True,False
3712-PKXZA,Male,0,Yes,No,1.1643896396487294,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),-1.4708300585821945,-0.4549968272518545,0,1,False,True,False,False,False,True
6317-YPKDH,Female,0,No,No,-1.2802480369298874,No,No phone service,No,Yes,No,No,No,No,No,Bank transfer (automatic),-1.1583698909082112,-0.9941499689776877,1,0,True,False,False,True,False,False
6582-OIVSP,Female,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,No,Mailed check,-0.648129085185271,-0.9873777413883978,0,0,True,False,False,True,False,False
9367-WXLCH,Male,0,No,No,-0.9950403079957154,Yes,Yes,No,No,No,No,No,Yes,No,Bank transfer (automatic),0.6548962949019775,-0.7150106598087218,1,1,True,False,False,False,True,False
5524-KHNJP,Male,0,Yes,Yes,0.02355872391204165,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Credit card (automatic),0.33080197204864403,0.0750016745731473,0,1,False,True,False,True,False,False
1918-ZBFQJ,Female,0,No,No,-0.791320501614164,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic check,0.48038396721172105,-0.5169174879786829,1,0,True,False,False,False,True,False
1024-GUALD,Female,0,Yes,No,-1.2802480369298874,No,No phone service,No,No,No,No,No,No,Yes,Electronic check,-1.3295581742615106,-0.9964220844229541,1,0,True,False,False,True,False,False
4827-USJHP,Male,0,No,No,-0.506112772679992,Yes,No,No,Yes,No,No,No,No,Yes,Mailed check,-0.4320662032830487,-0.5556537474144901,0,1,True,False,False,True,False,False
8167-GJLRN,Male,0,No,No,-1.1987601143772668,No,No phone service,No,No,No,Yes,No,No,No,Electronic check,-1.1434116913919037,-0.9711199832994515,0,1,True,False,False,True,False,False
0956-SYCWG,Female,0,No,No,-0.791320501614164,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,-1.5007464576148097,-0.8993608421008862,0,0,False,True,False,False,False,True
8017-UVSZU,Female,0,Yes,No,0.3087664528462136,Yes,Yes,No,Yes,No,No,No,No,No,Credit card (automatic),-0.27251207510909975,0.04226556466270422,0,0,True,False,False,True,False,False
7100-FQPRV,Male,0,Yes,Yes,0.4309983366751445,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Credit card (automatic),0.23606670844536215,0.392678708818625,0,1,False,True,False,True,False,False
2472-OVKUP,Male,0,Yes,No,-1.076528230548336,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic check,0.8709591768041999,-0.7730929895891776,1,1,True,False,False,False,True,False
2984-RGEYA,Female,0,Yes,Yes,1.4903413298592119,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.4974224132778524,-0.40055429405847626,0,0,False,False,True,False,False,True
9680-NIAUV,Female,0,Yes,Yes,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),1.4925554678152089,2.579181726482503,0,0,False,False,True,False,True,False
2146-EGVDT,Male,0,Yes,Yes,1.082901717096109,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.5123806127941604,-0.4811592439323028,0,1,False,False,True,False,False,True
2604-IJPDU,Female,0,Yes,No,-0.506112772679992,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Electronic check,1.055443637505328,-0.16837939054943843,0,0,True,False,False,False,True,False
9178-JHUVJ,Male,0,Yes,Yes,-0.3431369275747509,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),-1.3528264846202114,-0.7482100165575201,0,1,False,False,True,False,False,True
6168-YBYNP,Male,0,No,No,1.082901717096109,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,1.5474021993750033,1.8690684420303008,0,1,True,False,False,False,True,False
7255-SSFBC,Male,0,Yes,Yes,1.6125732136881425,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),1.577318598407619,2.5405116451664616,0,1,False,False,True,False,True,False
3645-DEYGF,Male,0,No,Yes,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4641819699082799,-0.9982088936566105,0,1,True,False,False,False,False,True
9323-HGFWY,Female,0,Yes,No,-0.22090504374582004,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),1.233280009532542,0.17552623849625276,0,0,False,True,False,False,True,False
8544-GOQSH,Female,0,No,No,-0.7505765403378537,Yes,No,No,Yes,No,Yes,No,No,Yes,Credit card (automatic),0.5069763219073791,-0.5166307161263678,0,0,True,False,False,False,True,False
3363-DTIVD,Male,0,Yes,Yes,1.5718292524118322,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Electronic check,1.354607627831482,2.2598502392429,0,1,False,False,True,False,True,False
7018-WBJNK,Male,0,No,Yes,-0.791320501614164,Yes,No,No,No,No,No,Yes,No,Yes,Credit card (automatic),0.44880554601062694,-0.5511977540169769,0,1,True,False,False,False,True,False
9142-KZXOP,Male,0,No,No,0.4717422979514547,Yes,No,No,No,No,No,No,No,No,Credit card (automatic),0.13468335616816515,0.2980881163011186,0,1,True,False,False,False,True,False
7674-YTAFD,Female,0,No,No,0.02355872391204165,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank transfer (automatic),0.503652277570422,0.17715863211712382,0,0,False,True,False,False,True,False
6348-SNFUS,Male,0,Yes,Yes,1.6125732136881425,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),-0.3107385849841083,0.8364471205897712,0,1,False,False,True,True,False,False
1285-OKIPP,Male,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,Yes,No,Electronic check,0.5019902554019434,-0.9721126550959271,1,1,True,False,False,False,True,False
7825-ECJRF,Female,0,No,No,-0.5468567339563023,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,1.3895100933695332,-0.1539084416941483,1,0,True,False,False,False,True,False
1347-KTTTA,Male,0,Yes,No,1.2866215234776603,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),1.251562253385807,1.9283419779665274,0,1,False,True,False,False,True,False
7841-TZDMQ,Male,0,No,No,-1.2395040756535771,Yes,No,No,No,No,No,No,No,Yes,Credit card (automatic),-0.62486077482657,-0.9700831927564657,1,1,True,False,False,True,False,False
4195-NZGTA,Female,0,No,No,-1.2802480369298874,No,No phone service,No,No,No,No,No,No,No,Electronic check,-1.3145999747452028,-0.996223550063659,0,0,True,False,False,True,False,False
7157-SMCFK,Male,0,No,Yes,1.1643896396487294,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4974224132778524,-0.5113805852916741,0,1,False,False,True,False,False,True
4709-LKHYG,Female,0,Yes,Yes,-0.13941712119319946,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,-1.4891123024354593,-0.7691002430300198,0,0,False,True,False,False,False,True
2504-DSHIH,Male,1,Yes,No,-0.38388088885106114,Yes,Yes,No,No,No,No,No,Yes,No,Electronic check,0.7313493146519946,-0.13564328063899556,0,1,True,False,False,False,True,False
0699-NDKJM,Female,0,Yes,No,1.0014137945434884,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),-0.20104512186451856,0.5091963183516167,0,0,True,False,False,True,False,False
9286-BHDQG,Male,0,Yes,Yes,1.6125732136881425,No,No phone service,Yes,Yes,Yes,Yes,No,No,No,Credit card (automatic),-0.6497911073537496,0.3778768693645097,0,1,False,False,True,True,False,False
0230-WEQUW,Male,0,Yes,No,1.368109446030281,No,No phone service,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),-0.27251207510909975,0.6643840092006505,0,1,False,False,True,True,False,False
2040-LDIWQ,Male,0,Yes,Yes,1.3273654847539706,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),0.6449241618911058,1.3417391243691557,0,1,False,False,True,True,False,False
6496-JDSSB,Female,0,No,No,-0.9950403079957154,Yes,No,No,No,No,No,Yes,No,Yes,Bank transfer (automatic),0.5053142997389005,-0.7317978428557886,0,0,True,False,False,False,True,False
9408-SSNVZ,Female,0,No,No,-1.1580161531009565,Yes,No,No,No,No,No,No,No,Yes,Electronic check,0.17789593254861,-0.8889708772977739,1,0,True,False,False,False,True,False
4443-EMBNA,Female,0,Yes,No,1.5718292524118322,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.3312201964299892,-0.19694627891468347,0,0,False,False,True,False,False,True
6469-MRVET,Male,0,Yes,Yes,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,-1.4824642137615447,-0.9984515467624158,0,1,False,True,False,False,False,True
0742-MOABM,Male,0,Yes,No,-1.1580161531009565,Yes,No,No,No,No,Yes,No,No,No,Mailed check,-0.49023697917980086,-0.9282365616917014,1,1,True,False,False,True,False,False
5961-VUSRV,Female,0,No,No,-0.8320644628904743,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),-1.5107185906256815,-0.910589063087689,0,0,False,True,False,False,False,True
6778-JFCMK,Male,0,No,No,-0.3431369275747509,No,No phone service,Yes,No,No,No,Yes,Yes,Yes,Mailed check,-0.47195473532653576,-0.4387831879094181,0,1,False,True,False,True,False,False
6341-JVQGF,Female,0,Yes,Yes,-0.05792919864057891,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed check,0.5435408096139093,0.11578945572167083,0,0,False,True,False,True,False,False
